officename,pincode,Deliverystatus,Taluk,Districtname,statename
Godavarikhani S.O,505209,Delivery,Ramagundam,Karim Nagar,ANDHRA PRADESH
Gv8incline S.O,505211,Delivery,Ramagundam,Karim Nagar,ANDHRA PRADESH
Huzurabad H.O,505468,Delivery,Huzurabad,Karim Nagar,ANDHRA PRADESH
Kareemabadi S.O,505129,Delivery,Huzurabad,Karim Nagar,ANDHRA PRADESH
Ootur S.O,505505,Delivery,NA,Karim Nagar,ANDHRA PRADESH
Pothkapalli S.O,505152,Delivery,Huzurabad,Karim Nagar,ANDHRA PRADESH
Uppal S.O (Karim Nagar),505101,Delivery,NA,Karim Nagar,ANDHRA PRADESH
Kohir S.O,502210,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Kowdipally S.O,502316,Delivery,Narsapur,Medak,ANDHRA PRADESH
Narsapur S.O (Medak),502313,Delivery,Narsapur,Medak,ANDHRA PRADESH
Alladurg S.O,502269,Delivery,Alladurg,Medak,ANDHRA PRADESH
Bdl Bhanur S.O,502305,Delivery,Patancheru,Medak,ANDHRA PRADESH
Kamkole S.O,502345,Delivery,Sadasivpet,Medak,ANDHRA PRADESH
Narayankhed S.O,502286,Delivery,Narayankhed,Medak,ANDHRA PRADESH
Nizampet S.O (Sangareddy),502371,Delivery,Narayankhed,Medak,ANDHRA PRADESH
O.F.Yeddumailaram S.O,502205,Delivery,Sangareddy,Medak,ANDHRA PRADESH
P.R.Pally Chowrasta S.O,502295,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Aie Bollaram S.O,502325,Delivery,R.c.puram,Medak,ANDHRA PRADESH
Andole S.O,502273,Delivery,Andole,Medak,ANDHRA PRADESH
Digwal S.O,502321,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Jogipet S.O,502270,Delivery,Jogipet,Medak,ANDHRA PRADESH
Ramachandrapuram He S.O,502032,Delivery,Ramachandrapuram,Medak,ANDHRA PRADESH
Sirgapur S.O,502287,Delivery,Narayankhed,Medak,ANDHRA PRADESH
IDA Pashamailaram S.O,502307,Delivery,Patancheru,Medak,ANDHRA PRADESH
Madhunagar S.O,502228,Delivery,Zahirabad,Medak,ANDHRA PRADESH
Nyalkal S.O,502256,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Rudraram S.O,502329,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Sirpura S.O,502314,Delivery,Narsapur,Medak,ANDHRA PRADESH
Charakpally S.O,502221,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Hadnur S.O,502251,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Mirzapur S.O (Medak),502249,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Nandikandi S.O,502306,Delivery,Sadasivpet,Medak,ANDHRA PRADESH
Patancheru S.O,502319,Delivery,Patancheru,Medak,ANDHRA PRADESH
Raikode S.O,502257,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Regode S.O,502290,Delivery,Narayankhed,Medak,ANDHRA PRADESH
Ismailkhanpet S.O,502296,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Sangareddy H.O,502001,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Shankarampet S.O,502271,Delivery,Jogipet,Medak,ANDHRA PRADESH
Zaheerabad H.O,502220,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Kandi S.O,502285,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Manjira Barrage S.O,502294,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Muthangi S.O,502300,Delivery,Patancheru,Medak,ANDHRA PRADESH
Ranjhole S.O,502318,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Zarasangam S.O,502246,Delivery,Zaheerabad,Medak,ANDHRA PRADESH
Icrisat S.O,502324,Delivery,Patancheru,Medak,ANDHRA PRADESH
Sadasivpet S.O,502291,Delivery,Sadasivpet,Medak,ANDHRA PRADESH
Singoor Project S.O,502293,Delivery,Sangareddy,Medak,ANDHRA PRADESH
Medlacheruvu S.O,508246,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Suryapet H.O,508213,Delivery,Suryapet,Nalgonda,ANDHRA PRADESH
Vemulapally S.O,508217,Delivery,Miryalguda,Nalgonda,ANDHRA PRADESH
Nidmanoor S.O,508278,Delivery,Miryalguda,Nalgonda,ANDHRA PRADESH
Tekumatla S.O,508376,Delivery,Suryapet,Nalgonda,ANDHRA PRADESH
Thipparthi S.O,508247,Delivery,Nalgonda,Nalgonda,ANDHRA PRADESH
Thungathurthi S.O,508280,Delivery,Thungathurthi,Nalgonda,ANDHRA PRADESH
Wadapally S.O,508355,Delivery,Miryalguda,Nalgonda,ANDHRA PRADESH
Huzurnagar S.O,508204,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Nadigudem S.O,508234,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Neredcharla S.O,508218,Delivery,Miryalguda,Nalgonda,ANDHRA PRADESH
Noothankal S.O,508221,Delivery,Thungathurthi,Nalgonda,ANDHRA PRADESH
Vallala S.O,508210,Delivery,Nakrekal,Nalgonda,ANDHRA PRADESH
Kodad S.O,508206,Delivery,Kodad,Nalgonda,ANDHRA PRADESH
Madgulapally S.O,508374,Delivery,Nalgonda,Nalgonda,ANDHRA PRADESH
Nakrekal S.O,508211,Delivery,Nalgonda,Nalgonda,ANDHRA PRADESH
Sirikonda S.O (Nalgonda),508212,Delivery,Suryapet,Nalgonda,ANDHRA PRADESH
Arvapalli S.O,508224,Delivery,Suryapet,Nalgonda,ANDHRA PRADESH
Gudibanda S.O (Nalgonda),508238,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Miryalguda H.O,508207,Delivery,Miryalguda,Nalgonda,ANDHRA PRADESH
Garidepally S.O,508201,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Kattangur S.O,508205,Delivery,Nalgonda,Nalgonda,ANDHRA PRADESH
Phanigiri S.O,508279,Delivery,Thungathurthi,Nalgonda,ANDHRA PRADESH
Tirumalgiri S.O,508223,Delivery,Thungathurthi,Nalgonda,ANDHRA PRADESH
Munagala S.O,508233,Delivery,Huzurnagar,Nalgonda,ANDHRA PRADESH
Kadthal S.O,509358,Delivery,Amangal,Mahabub Nagar,ANDHRA PRADESH
Pentlavally S.O,509105,Delivery,Kollapur,Mahabub Nagar,ANDHRA PRADESH
Shadnagar S.O,509216,Delivery,Shadnagar,Mahabub Nagar,ANDHRA PRADESH
Stn. Jadcherla H.O,509301,Delivery,Stn. Jadcherla,Mahabub Nagar,ANDHRA PRADESH
Kalwakurthy S.O,509324,Delivery,Kalwakurthy,Mahabub Nagar,ANDHRA PRADESH
Keshampet S.O,509408,Delivery,Keshampet,Mahabub Nagar,ANDHRA PRADESH
Mogalgidda S.O,509410,Delivery,Farooqnagar,Mahabub Nagar,ANDHRA PRADESH
Peddakothapally S.O,509412,Delivery,Peddakothapally,Mahabub Nagar,ANDHRA PRADESH
Achampet S.O,509375,Delivery,Achampet,Mahabub Nagar,ANDHRA PRADESH
Kothur S.O,509228,Delivery,Kothur,Mahabub Nagar,ANDHRA PRADESH
Nagarkurnool S.O,509209,Delivery,Nagarkurnool,Mahabub Nagar,ANDHRA PRADESH
Shahabad S.O (K.V.Rangareddy),509217,Delivery,Shahabad,K.V.Rangareddy,ANDHRA PRADESH
Thelkapally S.O,509385,Delivery,Thelkapally,Mahabub Nagar,ANDHRA PRADESH
Thoodukurthy S.O,509235,Delivery,Nagarkurnool,Mahabub Nagar,ANDHRA PRADESH
Veldanda S.O,509360,Delivery,Veldanda,Mahabub Nagar,ANDHRA PRADESH
Kothakota S.O (Mahabub Nagar),509381,Delivery,Kothakota,Mahabub Nagar,ANDHRA PRADESH
Palem S.O,509215,Delivery,Bijnapally,Mahabub Nagar,ANDHRA PRADESH
Pebbair S.O,509104,Delivery,Pebbair,Mahabub Nagar,ANDHRA PRADESH
Wanaparthy H.O,509103,Delivery,Wanaparthy,Mahabub Nagar,ANDHRA PRADESH
Amrabad S.O,509201,Delivery,Amrabad,Mahabub Nagar,ANDHRA PRADESH
Kondurgu S.O,509207,Delivery,Kondurgu,Mahabub Nagar,ANDHRA PRADESH
Madanapuram S.O,509110,Delivery,Kothakota,Mahabub Nagar,ANDHRA PRADESH
Madgul S.O,509327,Delivery,Madgul,Mahabub Nagar,ANDHRA PRADESH
Midjil S.O,509357,Delivery,Jadcherla,Mahabub Nagar,ANDHRA PRADESH
Srirangapur S.O,509120,Delivery,Pebbair,Mahabub Nagar,ANDHRA PRADESH
Srisailam Dam (West) S.O,509326,Delivery,Amrabad,Mahabub Nagar,ANDHRA PRADESH
Amangal S.O,509321,Delivery,Amangal,Mahabub Nagar,ANDHRA PRADESH
Bijnapally S.O,509203,Delivery,Bijnapally,Mahabub Nagar,ANDHRA PRADESH
Kollapur S.O,509102,Delivery,Kollapur,Mahabub Nagar,ANDHRA PRADESH
Thimmajipet S.O,509406,Delivery,Thimmajipet,Mahabub Nagar,ANDHRA PRADESH
Balanagar S.O,509202,Delivery,Balanagar,Mahabub Nagar,ANDHRA PRADESH
Gopalpet S.O,509206,Delivery,Gopalpet,Mahabub Nagar,ANDHRA PRADESH
Lingala S.O (Mahabub Nagar),509401,Delivery,Lingala,Mahabub Nagar,ANDHRA PRADESH
Marchala S.O,509320,Delivery,Kalwakurthy,Mahabub Nagar,ANDHRA PRADESH
Palmakole S.O,509325,Delivery,Shamshabad,K.V.Rangareddy,ANDHRA PRADESH
Uppununthala S.O,509376,Delivery,Uppununthala,Mahabub Nagar,ANDHRA PRADESH
Vangoor S.O,509349,Delivery,Vangoor,Mahabub Nagar,ANDHRA PRADESH
Dantalapalli S.O,506324,Delivery,Narsimhulapet,Warangal,ANDHRA PRADESH
K.M.College S.O,506007,Delivery,Warangal,Warangal,ANDHRA PRADESH
Nallikaddur S.O,506368,Delivery,Nallikaddur,Warangal,ANDHRA PRADESH
Panthani S.O,506310,Delivery,Wardhannapet,Warangal,ANDHRA PRADESH
Parwathagiri S.O,506365,Delivery,Parwathagiri,Warangal,ANDHRA PRADESH
Peddavangara S.O,506317,Delivery,Narsimhulapet,Warangal,ANDHRA PRADESH
Dornakal S.O,506381,Delivery,Dornakal,Warangal,ANDHRA PRADESH
Laxmipur (Warangal) S.O,506013,Delivery,Warangal,Warangal,ANDHRA PRADESH
Mamnoor S.O,506166,Delivery,Warangal,Warangal,ANDHRA PRADESH
Neerada S.O,506104,Delivery,Neerada,Warangal,ANDHRA PRADESH
Sangam S.O,506329,Delivery,Sangam,Warangal,ANDHRA PRADESH
Fort Warangal S.O.,506008,Delivery,Warangal,Warangal,ANDHRA PRADESH
Kuravi S.O,506105,Delivery,Kuravi,Warangal,ANDHRA PRADESH
Nekkonda S.O,506122,Delivery,Nekkonda,Warangal,ANDHRA PRADESH
Redlawada S.O,506369,Delivery,Redlawada,Warangal,ANDHRA PRADESH
Chennaraopet S.O,506332,Delivery,Chennaraopet,Warangal,ANDHRA PRADESH
Deshaipet S.O,506006,Delivery,Warangal,Warangal,ANDHRA PRADESH
Kodakondla S.O,506222,Delivery,Kodakondla,Warangal,ANDHRA PRADESH
Kothaguda S.O (Warangal),506135,Delivery,Kothaguda,Warangal,ANDHRA PRADESH
Mahabubabad H.O,506101,Delivery,Mahabubabad,Warangal,ANDHRA PRADESH
New Abadi S.O,506102,Delivery,Mahabubabad,Warangal,ANDHRA PRADESH
Warangal H.O,506002,Delivery,Warangal,Warangal,ANDHRA PRADESH
Maripeda S.O,506315,Delivery,Maripeda,Warangal,ANDHRA PRADESH
Waddekothapally S.O,506318,Delivery,Kodakondla,Warangal,ANDHRA PRADESH
Zaffargadh S.O,506316,Delivery,Zaffargadh,Warangal,ANDHRA PRADESH
Kesamudram S.O,506112,Delivery,Kesamudram,Warangal,ANDHRA PRADESH
Rangshaipet S.O,506005,Delivery,Warangal,Warangal,ANDHRA PRADESH
Togarrai S.O,506331,Delivery,Duggondi,Warangal,ANDHRA PRADESH
Turrur S.O,506163,Delivery,Turrur,Warangal,ANDHRA PRADESH
Dharmaram S.O (Warangal),506330,Delivery,Geesugonda,Warangal,ANDHRA PRADESH
Gudur S.O (Warangal),506134,Delivery,Gudur,Warangal,ANDHRA PRADESH
Narsampet S.O,506132,Delivery,Narsampet,Warangal,ANDHRA PRADESH
Raiparthy S.O,506314,Delivery,Raiparthy,Warangal,ANDHRA PRADESH
Wardhannapet S.O,506313,Delivery,Wardhannapet,Warangal,ANDHRA PRADESH
C.B.I.T S.O,500075,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
LIC Division S.O,500063,Delivery,Himayathnagar,Hyderabad,ANDHRA PRADESH
Raj Bhawan S.O (Hyderabad),500041,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
Golconda S.O,500008,Delivery,Golconda ,Hyderabad,ANDHRA PRADESH
Manuu S.O,500032,Delivery,Seri Lingampally,K.V.Rangareddy,ANDHRA PRADESH
Putlibowli S.O,500095,Delivery,Nampally,Hyderabad,ANDHRA PRADESH
Film Nagar S.O,500096,Delivery,Shaikpet,Hyderabad,ANDHRA PRADESH
Humayunnagar S.O,500028,Delivery,Asifnagar,Hyderabad,ANDHRA PRADESH
Lingampalli S.O,500019,Delivery,Serilingampally,K.V.Rangareddy,ANDHRA PRADESH
Central Secretariat S.O,500022,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
Hydershahkote S.O,500091,Delivery,Golconda,Hyderabad,ANDHRA PRADESH
Khairatabad H.O,500004,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
Yousufguda S.O,500045,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
Cyberabad S.O,500081,Delivery,Shaikpet,Hyderabad,ANDHRA PRADESH
Himayathnagar S.O,500029,Delivery,Himayathnagar,Hyderabad,ANDHRA PRADESH
Jubilee Hills S.O,500033,Delivery,Shaikpet,Hyderabad,ANDHRA PRADESH
Karwan Sahu S.O,500006,Delivery,Asifnagar,Hyderabad,ANDHRA PRADESH
Somajiguda S.O,500082,Delivery,Nampally,Hyderabad,ANDHRA PRADESH
Sanjeev Reddy Nagar S.O,500038,Delivery,Ameerpet,Hyderabad,ANDHRA PRADESH
Vijay Nagar Colony S.O (Hyderabad),500057,Delivery,Asifnagar,Hyderabad,ANDHRA PRADESH
Ibrahim Bagh Lines S.O,500031,Delivery,Golconda,Hyderabad,ANDHRA PRADESH
Manikonda S.O,500089,Delivery,NA,K.V.Rangareddy,ANDHRA PRADESH
Banjara Hills S.O,500034,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
CUC S.O,500046,Delivery,Serilingampally,K.V.Rangareddy,ANDHRA PRADESH
Kothaguda S.O (K.V.Rangareddy),500084,Delivery,Serilingampally,K.V.Rangareddy,ANDHRA PRADESH
Sanathnagar I E S.O,500018,Delivery,Balanagar,K.V.Rangareddy,ANDHRA PRADESH
Srinagar Colony S.O,500073,Delivery,Khairatabad,Hyderabad,ANDHRA PRADESH
Hyderabad G.P.O. ,500001,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Gsi(Sr) Bandlaguda S.O,500068,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
I.E.Nacharam S.O,500076,Delivery,Uppal,K.V.Rangareddy,ANDHRA PRADESH
Kanchanbagh S.O,500058,Delivery,Bandlaguda,Hyderabad,ANDHRA PRADESH
L B Nagar S.O,500074,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Malakpet Colony S.O,500036,Delivery,Amberpet,Hyderabad,ANDHRA PRADESH
Sahifa S.O,500024,Delivery,Saidabad,Hyderabad,ANDHRA PRADESH
Shamshabad S.O (K.V.Rangareddy),501218,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Vanastalipuram S.O,500070,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
Hyderguda S.O,500048,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
Saidabad S.O (Hyderabad),500059,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Yacharam S.O,501509,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Yakutpura S.O,500023,Delivery,Charminar,Hyderabad,ANDHRA PRADESH
Falaknuma S.O,500053,Delivery,Charminar,Hyderabad,ANDHRA PRADESH
Hindustan Cables Ltd S.O,500051,Delivery,Uppal,K.V.Rangareddy,ANDHRA PRADESH
Hyderabad Jubilee H.O,500002,Delivery,Charminar,Hyderabad,ANDHRA PRADESH
Ramoji Film City S.O,501512,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
Sanghinagar S.O,501511,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
Kattedan Ie S.O,500077,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
R.C.Imarat S.O,500069,Delivery,Bandlaguda,Hyderabad,ANDHRA PRADESH
Raipole S.O,501508,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Rajendranagar S.O (K.V.Rangareddy),500030,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
Boduppal S.O,500092,Delivery,Ghatkesar,K.V.Rangareddy,ANDHRA PRADESH
Hayatnagar S.O,501505,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
Keshogiri S.O,500005,Delivery,Bandlaguda,Hyderabad,ANDHRA PRADESH
Mankhal S.O,501359,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
P & T Colony S.O (K.V.Rangareddy),500060,Delivery,Saroornagar,K.V.Rangareddy,ANDHRA PRADESH
Saroornagar S.O,500035,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Bahadurpura S.O,500064,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Don Bosco Nagar S.O,500086,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
High Court S.O (Hyderabad),500066,Delivery,Charminar,Hyderabad,ANDHRA PRADESH
New Nallakunta S.O,500044,Delivery,Musheerabad,Hyderabad,ANDHRA PRADESH
Shahalibanda S.O,500065,Delivery,Charminar,Hyderabad,ANDHRA PRADESH
Svpnpa S.O,500052,Delivery,Rajendranagar,K.V.Rangareddy,ANDHRA PRADESH
Uppal S.O (K.V.Rangareddy),500039,Delivery,Uppal,K.V.Rangareddy,ANDHRA PRADESH
Amberpet S.O,500013,Delivery,Amberpet,Hyderabad,ANDHRA PRADESH
Begumbazar S.O,500012,Delivery,Nampally,Hyderabad,ANDHRA PRADESH
Ibrahimpatnam S.O (K.V.Rangareddy),501506,Delivery,Ibrahimpatnam,K.V.Rangareddy,ANDHRA PRADESH
Medipalli S.O,500098,Delivery,Ghatkesar,K.V.Rangareddy,ANDHRA PRADESH
Meerpet S.O,500097,Delivery,Saroornagar,K.V.Rangareddy,ANDHRA PRADESH
Ragannaguda X Roads S.O,501510,Delivery,Hayathnagar,K.V.Rangareddy,ANDHRA PRADESH
Stn Kachiguda H.O,500027,Delivery,Himayathnagar,Hyderabad,ANDHRA PRADESH
Vaishalinagar S.O,500079,Delivery,Saroornagar,K.V.Rangareddy,ANDHRA PRADESH
Airforce Academy S.O,500043,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Basheerabad S.O,501143,Delivery,Hyd,K.V.Rangareddy,ANDHRA PRADESH
Begumpet S.O,500016,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Chandanagar S.O,500050,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Chevella S.O,501503,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Peddimal S.O,501142,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Shamirpet S.O,500101,Delivery,Shamirpet Mandal,K.V.Rangareddy,ANDHRA PRADESH
Suchitra Junction S.O,500067,Delivery,NA,K.V.Rangareddy,ANDHRA PRADESH
Tandur S.O,501141,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Bolarum S.O,500010,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Himmatnagar S.O,500025,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
JJ Nagar Colony S.O,500087,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Komplly S.O,500100,Delivery,Quthbullapur Mandal,K.V.Rangareddy,ANDHRA PRADESH
Nagaram S.O (K.V.Rangareddy),500083,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Bompalli S.O,501502,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Dharur S.O,501121,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Jama I Osmania S.O,500007,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Miyapur S.O,500049,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Bowenpally S.O,500011,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Ecil S.O,500062,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Jntu Kukat Pally S.O,500085,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Nawabpet S.O (K.V.Rangareddy),501111,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Ramakrishna Puram S.O,500056,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Samskruthi S.O,500088,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Trimulgherry H.O,500015,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Vikarabad H.O,501101,Delivery,Hyd,Hyderabad,ANDHRA PRADESH
Yalal S.O,501144,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Ghatkesar S.O,501301,Delivery,Hyd,Hyderabad,ANDHRA PRADESH
Malkajgiri S.O,500047,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Gandhinagar S.O (Hyderabad),500080,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
HMT Township S.O,500054,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Kukatpally S.O,500072,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Medchal S.O,501401,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Nehrunagar S.O (Hyderabad),500026,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Nisa Hakimpet S.O,500078,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Sitaphalmandi S.O,500061,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Balanagar Township S.O,500037,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
CCI Tandur S.O,501158,Delivery,Tandur,K.V.Rangareddy,ANDHRA PRADESH
Hal S.O (Hyderabad),500042,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Kotpalli S.O,501106,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Lallaguda S.O,500017,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Moinabad S.O,501504,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Mominpet S.O,501202,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Nizampet  S.O,500090,Delivery,Qutubullapur,K.V.Rangareddy,ANDHRA PRADESH
Sainikpuri S.O,500094,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Secunderabad H.O,500003,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Allampalli S.O.,501102,Delivery,Vikarabad,K.V.Rangareddy,ANDHRA PRADESH
Hakimpet S.O,500014,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
IDA Jeedimetla S.O,500055,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Ie Moulali S.O,500040,Delivery,Secunderabad,Hyderabad,ANDHRA PRADESH
Manovikasnagar S.O,500009,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Musheerabad (Delivery) S.O,500020,Delivery,Hyderabad,Hyderabad,ANDHRA PRADESH
Purgi S.O,501501,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Shankarpalli S.O,501203,Delivery,Rangareddy,K.V.Rangareddy,ANDHRA PRADESH
Vikasnagar S.O (Hyderabad),500093,Delivery,Tirumalagiri,Hyderabad,ANDHRA PRADESH
Anantapur H.O,515001,Delivery,Anantapur,Ananthapur,ANDHRA PRADESH
Gooty S.O,515401,Delivery,Gooty,Ananthapur,ANDHRA PRADESH
Gummaghatta S.O,515863,Delivery,Gummagatta,Ananthapur,ANDHRA PRADESH
Kandukur S.O,515721,Delivery,Kandukur,Ananthapur,ANDHRA PRADESH
Tarimala S.O,515611,Delivery,Singanamala,Ananthapur,ANDHRA PRADESH
Vajrakarur S.O,515832,Delivery,Vajrakarur,Ananthapur,ANDHRA PRADESH
Belguppa S.O,515741,Delivery,Beluguppa,Ananthapur,ANDHRA PRADESH
Bukkarayasamudram S.O,515701,Delivery,Bukkrayasamudram,Ananthapur,ANDHRA PRADESH
Kalyandurg S.O,515761,Delivery,Kalyandurg,Ananthapur,ANDHRA PRADESH
Kundurpi S.O,515766,Delivery,Kundurpi,Ananthapur,ANDHRA PRADESH
Uravakonda S.O,515812,Delivery,Uravakonda,Ananthapur,ANDHRA PRADESH
Yadiki S.O,515408,Delivery,Yadiki,Ananthapur,ANDHRA PRADESH
Yellanur S.O,515465,Delivery,Tadpatri,Ananthapur,ANDHRA PRADESH
Atmakur(ATP) S.O,515751,Delivery,Atmakur,Ananthapur,ANDHRA PRADESH
Garladinne S.O,515731,Delivery,Garladinne,Ananthapur,ANDHRA PRADESH
Gooty R.S. S.O,515402,Delivery,Gooty,Ananthapur,ANDHRA PRADESH
Jayalakshmipuram S.O (Ananthapur),515722,Delivery,NA,Ananthapur,ANDHRA PRADESH
Kambadur S.O,515765,Delivery,Kambadur,Ananthapur,ANDHRA PRADESH
Pedda Vadagur S.O,515405,Delivery,Pedda Vadagur,Ananthapur,ANDHRA PRADESH
Kallur R.S. S.O,515774,Delivery,Garladinna,Ananthapur,ANDHRA PRADESH
Pamidi S.O,515775,Delivery,Pamidi,Ananthapur,ANDHRA PRADESH
Rayalacheruvu S.O,515455,Delivery,Yadiki,Ananthapur,ANDHRA PRADESH
Ammaladinne S.O,515445,Delivery,Tadpatri,Ananthapur,ANDHRA PRADESH
Chukkalur S.O,515415,Delivery,Tadpatri,Ananthapur,ANDHRA PRADESH
Guntakal H.O,515801,Delivery,Guntakal,Ananthapur,ANDHRA PRADESH
Narapla S.O,515425,Delivery,Narpala,Ananthapur,ANDHRA PRADESH
Tadpatri S.O,515411,Delivery,Tadpatri,Ananthapur,ANDHRA PRADESH
Vidapanakal S.O,515870,Delivery,Vidapanakal,Ananthapur,ANDHRA PRADESH
Anantapur Engg College S.O,515002,Delivery,Anantapur,Ananthapur,ANDHRA PRADESH
Bommaganipalli S.O,515763,Delivery,Brahmasamudram,Ananthapur,ANDHRA PRADESH
Georgepet S.O,515004,Delivery,Anantapur,Ananthapur,ANDHRA PRADESH
Herial S.O,515872,Delivery,Herial,Ananthapur,ANDHRA PRADESH
Konakondla S.O,515842,Delivery,Vajrakarur,Ananthapur,ANDHRA PRADESH
Old Guntakal S.O,515803,Delivery,Guntakal,Ananthapur,ANDHRA PRADESH
Putlur S.O,515414,Delivery,Putlur,Ananthapur,ANDHRA PRADESH
Udegolam S.O,515867,Delivery,Rayadurg,Ananthapur,ANDHRA PRADESH
Amidyaya S.O,515822,Delivery,Uravakonda,Ananthapur,ANDHRA PRADESH
Bhogasamudram Project S.O,515413,Delivery,Tadpatri,Ananthapur,ANDHRA PRADESH
